text,sentiment
I hate this movie. It's a complete waste of money.,negative
This tool is okay. Does the job.,neutral
Poor quality purchase and horrible customer support.,negative
I hate this subscription. It's a complete waste of money.,negative
I absolutely love this headset! It exceeded all my expectations.,positive
"It's a decent book, works as intended.",neutral
Mediocre subscription. You get what you pay for.,neutral
I hate this product. It's a complete waste of money.,negative
This meal made my day! I'm really satisfied.,positive
Very disappointed with this headset. Not worth it.,negative
This vacuum is okay. Does the job.,neutral
Mediocre delivery. You get what you pay for.,neutral
Fantastic subscription. Will definitely recommend to others.,positive
Fantastic delivery. Will definitely recommend to others.,positive
This experience made my day! I'm really satisfied.,positive
Worst car I've ever bought. Totally useless.,negative
I absolutely love this movie! It exceeded all my expectations.,positive
Worst product I've ever bought. Totally useless.,negative
This order is okay. Does the job.,neutral
This product is okay. Does the job.,neutral
Impressive movie — works perfectly and looks great.,positive
"It's a decent movie, works as intended.",neutral
Average tool — nothing too exciting.,neutral
I hate this device. It's a complete waste of money.,negative
Worst purchase I've ever bought. Totally useless.,negative
Terrible software — broke within days of use.,negative
This device is neither good nor bad.,neutral
This delivery is okay. Does the job.,neutral
Impressive product — works perfectly and looks great.,positive
"It's a decent phone, works as intended.",neutral
I hate this headset. It's a complete waste of money.,negative
Terrible order — broke within days of use.,negative
Mediocre order. You get what you pay for.,neutral
I absolutely love this movie! It exceeded all my expectations.,positive
Average service — nothing too exciting.,neutral
I absolutely love this software! It exceeded all my expectations.,positive
This phone made my day! I'm really satisfied.,positive
This laptop made my day! I'm really satisfied.,positive
I hate this movie. It's a complete waste of money.,negative
Mediocre service. You get what you pay for.,neutral
This delivery is neither good nor bad.,neutral
Poor quality phone and horrible customer support.,negative
I absolutely love this service! It exceeded all my expectations.,positive
This book is neither good nor bad.,neutral
Worst subscription I've ever bought. Totally useless.,negative
This subscription is neither good nor bad.,neutral
I absolutely love this camera! It exceeded all my expectations.,positive
Average software — nothing too exciting.,neutral
Fantastic purchase. Will definitely recommend to others.,positive
Fantastic delivery. Will definitely recommend to others.,positive
This subscription made my day! I'm really satisfied.,positive
Average service — nothing too exciting.,neutral
Terrible book — broke within days of use.,negative
Very disappointed with this vacuum. Not worth it.,negative
Very disappointed with this camera. Not worth it.,negative
Worst product I've ever bought. Totally useless.,negative
Average application — nothing too exciting.,neutral
This laptop made my day! I'm really satisfied.,positive
Superb phone with outstanding quality and value.,positive
I hate this camera. It's a complete waste of money.,negative
Terrible laptop — broke within days of use.,negative
This purchase is neither good nor bad.,neutral
This experience made my day! I'm really satisfied.,positive
This tool is neither good nor bad.,neutral
This subscription is okay. Does the job.,neutral
"It's a decent device, works as intended.",neutral
Poor quality car and horrible customer support.,negative
Mediocre vacuum. You get what you pay for.,neutral
Impressive order — works perfectly and looks great.,positive
I absolutely love this software! It exceeded all my expectations.,positive
I hate this laptop. It's a complete waste of money.,negative
Average movie — nothing too exciting.,neutral
I absolutely love this tool! It exceeded all my expectations.,positive
Superb software with outstanding quality and value.,positive
Worst phone I've ever bought. Totally useless.,negative
Mediocre device. You get what you pay for.,neutral
Mediocre car. You get what you pay for.,neutral
This book made my day! I'm really satisfied.,positive
I absolutely love this device! It exceeded all my expectations.,positive
This subscription made my day! I'm really satisfied.,positive
This order is neither good nor bad.,neutral
Poor quality device and horrible customer support.,negative
Fantastic car. Will definitely recommend to others.,positive
This software is neither good nor bad.,neutral
Impressive device — works perfectly and looks great.,positive
Superb subscription with outstanding quality and value.,positive
I absolutely love this device! It exceeded all my expectations.,positive
Worst application I've ever bought. Totally useless.,negative
Fantastic service. Will definitely recommend to others.,positive
Fantastic device. Will definitely recommend to others.,positive
I hate this laptop. It's a complete waste of money.,negative
Impressive experience — works perfectly and looks great.,positive
This experience is neither good nor bad.,neutral
Terrible car — broke within days of use.,negative
Worst vacuum I've ever bought. Totally useless.,negative
Fantastic headset. Will definitely recommend to others.,positive
Fantastic headset. Will definitely recommend to others.,positive
Superb service with outstanding quality and value.,positive
I hate this car. It's a complete waste of money.,negative
"It's a decent subscription, works as intended.",neutral
Poor quality product and horrible customer support.,negative
This movie is neither good nor bad.,neutral
Average phone — nothing too exciting.,neutral
Terrible purchase — broke within days of use.,negative
This car made my day! I'm really satisfied.,positive
Average car — nothing too exciting.,neutral
I hate this order. It's a complete waste of money.,negative
Poor quality camera and horrible customer support.,negative
This phone is neither good nor bad.,neutral
Very disappointed with this experience. Not worth it.,negative
Very disappointed with this delivery. Not worth it.,negative
Poor quality product and horrible customer support.,negative
Impressive experience — works perfectly and looks great.,positive
This application made my day! I'm really satisfied.,positive
"It's a decent service, works as intended.",neutral
"It's a decent subscription, works as intended.",neutral
Average purchase — nothing too exciting.,neutral
Average vacuum — nothing too exciting.,neutral
Average device — nothing too exciting.,neutral
This movie is okay. Does the job.,neutral
Average phone — nothing too exciting.,neutral
Terrible delivery — broke within days of use.,negative
Superb phone with outstanding quality and value.,positive
Worst meal I've ever bought. Totally useless.,negative
Average delivery — nothing too exciting.,neutral
I hate this car. It's a complete waste of money.,negative
"It's a decent experience, works as intended.",neutral
Worst subscription I've ever bought. Totally useless.,negative
This experience is neither good nor bad.,neutral
Mediocre meal. You get what you pay for.,neutral
Average vacuum — nothing too exciting.,neutral
This subscription is neither good nor bad.,neutral
Very disappointed with this application. Not worth it.,negative
Average headset — nothing too exciting.,neutral
Fantastic headset. Will definitely recommend to others.,positive
Worst book I've ever bought. Totally useless.,negative
I absolutely love this experience! It exceeded all my expectations.,positive
I absolutely love this service! It exceeded all my expectations.,positive
"It's a decent car, works as intended.",neutral
I absolutely love this movie! It exceeded all my expectations.,positive
Very disappointed with this experience. Not worth it.,negative
This vacuum made my day! I'm really satisfied.,positive
"It's a decent vacuum, works as intended.",neutral
Impressive meal — works perfectly and looks great.,positive
This device is okay. Does the job.,neutral
Impressive movie — works perfectly and looks great.,positive
I absolutely love this phone! It exceeded all my expectations.,positive
This purchase made my day! I'm really satisfied.,positive
Very disappointed with this vacuum. Not worth it.,negative
Fantastic application. Will definitely recommend to others.,positive
Superb tool with outstanding quality and value.,positive
Fantastic service. Will definitely recommend to others.,positive
I hate this meal. It's a complete waste of money.,negative
"It's a decent laptop, works as intended.",neutral
Mediocre order. You get what you pay for.,neutral
I hate this book. It's a complete waste of money.,negative
Terrible service — broke within days of use.,negative
This subscription made my day! I'm really satisfied.,positive
Terrible order — broke within days of use.,negative
Poor quality purchase and horrible customer support.,negative
I absolutely love this car! It exceeded all my expectations.,positive
Fantastic headset. Will definitely recommend to others.,positive
Mediocre movie. You get what you pay for.,neutral
Superb subscription with outstanding quality and value.,positive
Terrible order — broke within days of use.,negative
Terrible order — broke within days of use.,negative
Impressive subscription — works perfectly and looks great.,positive
I hate this purchase. It's a complete waste of money.,negative
Poor quality order and horrible customer support.,negative
Very disappointed with this tool. Not worth it.,negative
Fantastic order. Will definitely recommend to others.,positive
Mediocre tool. You get what you pay for.,neutral
Poor quality laptop and horrible customer support.,negative
Very disappointed with this car. Not worth it.,negative
This meal made my day! I'm really satisfied.,positive
This subscription is neither good nor bad.,neutral
Impressive software — works perfectly and looks great.,positive
Superb device with outstanding quality and value.,positive
Mediocre car. You get what you pay for.,neutral
Mediocre laptop. You get what you pay for.,neutral
This tool made my day! I'm really satisfied.,positive
Mediocre subscription. You get what you pay for.,neutral
Terrible tool — broke within days of use.,negative
Impressive laptop — works perfectly and looks great.,positive
Superb tool with outstanding quality and value.,positive
This tool is neither good nor bad.,neutral
Fantastic product. Will definitely recommend to others.,positive
Impressive purchase — works perfectly and looks great.,positive
This delivery is neither good nor bad.,neutral
Poor quality service and horrible customer support.,negative
Worst product I've ever bought. Totally useless.,negative
Poor quality purchase and horrible customer support.,negative
Mediocre delivery. You get what you pay for.,neutral
This movie is okay. Does the job.,neutral
Very disappointed with this device. Not worth it.,negative
I hate this vacuum. It's a complete waste of money.,negative
Mediocre tool. You get what you pay for.,neutral
Mediocre car. You get what you pay for.,neutral
Fantastic order. Will definitely recommend to others.,positive
I absolutely love this subscription! It exceeded all my expectations.,positive
Terrible service — broke within days of use.,negative
Average subscription — nothing too exciting.,neutral
Worst delivery I've ever bought. Totally useless.,negative
Fantastic book. Will definitely recommend to others.,positive
Average subscription — nothing too exciting.,neutral
Mediocre product. You get what you pay for.,neutral
Poor quality subscription and horrible customer support.,negative
"It's a decent movie, works as intended.",neutral
Average order — nothing too exciting.,neutral
Average application — nothing too exciting.,neutral
This product made my day! I'm really satisfied.,positive
Impressive camera — works perfectly and looks great.,positive
This tool is okay. Does the job.,neutral
Worst headset I've ever bought. Totally useless.,negative
Very disappointed with this software. Not worth it.,negative
Poor quality meal and horrible customer support.,negative
This laptop is neither good nor bad.,neutral
This phone made my day! I'm really satisfied.,positive
This car is okay. Does the job.,neutral
Impressive car — works perfectly and looks great.,positive
I hate this meal. It's a complete waste of money.,negative
Impressive tool — works perfectly and looks great.,positive
"It's a decent application, works as intended.",neutral
This vacuum is neither good nor bad.,neutral
This movie is okay. Does the job.,neutral
I absolutely love this device! It exceeded all my expectations.,positive
Average purchase — nothing too exciting.,neutral
Poor quality vacuum and horrible customer support.,negative
Average laptop — nothing too exciting.,neutral
This vacuum is neither good nor bad.,neutral
Terrible application — broke within days of use.,negative
I hate this phone. It's a complete waste of money.,negative
Worst experience I've ever bought. Totally useless.,negative
This subscription made my day! I'm really satisfied.,positive
This phone is okay. Does the job.,neutral
Terrible application — broke within days of use.,negative
Impressive service — works perfectly and looks great.,positive
"It's a decent camera, works as intended.",neutral
Mediocre delivery. You get what you pay for.,neutral
I absolutely love this device! It exceeded all my expectations.,positive
This software made my day! I'm really satisfied.,positive
Worst application I've ever bought. Totally useless.,negative
Terrible software — broke within days of use.,negative
Very disappointed with this laptop. Not worth it.,negative
This order is neither good nor bad.,neutral
Very disappointed with this movie. Not worth it.,negative
Fantastic tool. Will definitely recommend to others.,positive
This application is okay. Does the job.,neutral
This product made my day! I'm really satisfied.,positive
"It's a decent order, works as intended.",neutral
Average order — nothing too exciting.,neutral
This camera made my day! I'm really satisfied.,positive
Mediocre phone. You get what you pay for.,neutral
Terrible book — broke within days of use.,negative
This headset is okay. Does the job.,neutral
I hate this product. It's a complete waste of money.,negative
Poor quality tool and horrible customer support.,negative
This service made my day! I'm really satisfied.,positive
Fantastic vacuum. Will definitely recommend to others.,positive
Mediocre order. You get what you pay for.,neutral
This camera is neither good nor bad.,neutral
This headset is neither good nor bad.,neutral
Worst car I've ever bought. Totally useless.,negative
Impressive meal — works perfectly and looks great.,positive
I hate this car. It's a complete waste of money.,negative
This movie made my day! I'm really satisfied.,positive
I hate this tool. It's a complete waste of money.,negative
This camera is neither good nor bad.,neutral
This application is okay. Does the job.,neutral
Mediocre car. You get what you pay for.,neutral
This phone is okay. Does the job.,neutral
This software made my day! I'm really satisfied.,positive
Terrible software — broke within days of use.,negative
Fantastic software. Will definitely recommend to others.,positive
This tool made my day! I'm really satisfied.,positive
Impressive experience — works perfectly and looks great.,positive
Impressive subscription — works perfectly and looks great.,positive
Poor quality service and horrible customer support.,negative
I hate this delivery. It's a complete waste of money.,negative
Mediocre vacuum. You get what you pay for.,neutral
I hate this vacuum. It's a complete waste of money.,negative
This headset made my day! I'm really satisfied.,positive
Average delivery — nothing too exciting.,neutral
Superb order with outstanding quality and value.,positive
Worst order I've ever bought. Totally useless.,negative
I hate this application. It's a complete waste of money.,negative
Average subscription — nothing too exciting.,neutral
Very disappointed with this subscription. Not worth it.,negative
Worst order I've ever bought. Totally useless.,negative
Superb order with outstanding quality and value.,positive
Average application — nothing too exciting.,neutral
Fantastic car. Will definitely recommend to others.,positive
I hate this book. It's a complete waste of money.,negative
I hate this product. It's a complete waste of money.,negative
I absolutely love this phone! It exceeded all my expectations.,positive
Poor quality software and horrible customer support.,negative
Fantastic software. Will definitely recommend to others.,positive
Terrible car — broke within days of use.,negative
I absolutely love this laptop! It exceeded all my expectations.,positive
Mediocre vacuum. You get what you pay for.,neutral
This subscription is neither good nor bad.,neutral
I absolutely love this laptop! It exceeded all my expectations.,positive
Very disappointed with this headset. Not worth it.,negative
I absolutely love this movie! It exceeded all my expectations.,positive
This application is okay. Does the job.,neutral
Worst experience I've ever bought. Totally useless.,negative
Superb subscription with outstanding quality and value.,positive
This software is okay. Does the job.,neutral
Superb movie with outstanding quality and value.,positive
This purchase is neither good nor bad.,neutral
"It's a decent car, works as intended.",neutral
This service is neither good nor bad.,neutral
Mediocre meal. You get what you pay for.,neutral
"It's a decent software, works as intended.",neutral
Terrible delivery — broke within days of use.,negative
I hate this laptop. It's a complete waste of money.,negative
This movie made my day! I'm really satisfied.,positive
Terrible vacuum — broke within days of use.,negative
Fantastic laptop. Will definitely recommend to others.,positive
I hate this laptop. It's a complete waste of money.,negative
Average book — nothing too exciting.,neutral
This subscription made my day! I'm really satisfied.,positive
I hate this headset. It's a complete waste of money.,negative
Worst product I've ever bought. Totally useless.,negative
Fantastic software. Will definitely recommend to others.,positive
This product is okay. Does the job.,neutral
Poor quality laptop and horrible customer support.,negative
I hate this movie. It's a complete waste of money.,negative
Mediocre application. You get what you pay for.,neutral
Average movie — nothing too exciting.,neutral
I absolutely love this headset! It exceeded all my expectations.,positive
Mediocre software. You get what you pay for.,neutral
Fantastic phone. Will definitely recommend to others.,positive
Superb purchase with outstanding quality and value.,positive
"It's a decent laptop, works as intended.",neutral
Poor quality vacuum and horrible customer support.,negative
I hate this meal. It's a complete waste of money.,negative
I absolutely love this car! It exceeded all my expectations.,positive
Terrible purchase — broke within days of use.,negative
Impressive laptop — works perfectly and looks great.,positive
Terrible delivery — broke within days of use.,negative
Fantastic service. Will definitely recommend to others.,positive
I absolutely love this purchase! It exceeded all my expectations.,positive
I absolutely love this camera! It exceeded all my expectations.,positive
Poor quality vacuum and horrible customer support.,negative
I absolutely love this product! It exceeded all my expectations.,positive
Average book — nothing too exciting.,neutral
Terrible tool — broke within days of use.,negative
This tool made my day! I'm really satisfied.,positive
Mediocre tool. You get what you pay for.,neutral
Very disappointed with this meal. Not worth it.,negative
This service is neither good nor bad.,neutral
Very disappointed with this movie. Not worth it.,negative
Average book — nothing too exciting.,neutral
"It's a decent laptop, works as intended.",neutral
Poor quality vacuum and horrible customer support.,negative
Superb experience with outstanding quality and value.,positive
Terrible laptop — broke within days of use.,negative
I hate this application. It's a complete waste of money.,negative
Superb phone with outstanding quality and value.,positive
Mediocre book. You get what you pay for.,neutral
This application made my day! I'm really satisfied.,positive
This service is neither good nor bad.,neutral
I absolutely love this product! It exceeded all my expectations.,positive
Superb order with outstanding quality and value.,positive
This book made my day! I'm really satisfied.,positive
I absolutely love this product! It exceeded all my expectations.,positive
Average meal — nothing too exciting.,neutral
This vacuum made my day! I'm really satisfied.,positive
Average delivery — nothing too exciting.,neutral
Very disappointed with this camera. Not worth it.,negative
Terrible meal — broke within days of use.,negative
Poor quality book and horrible customer support.,negative
"It's a decent laptop, works as intended.",neutral
Worst laptop I've ever bought. Totally useless.,negative
"It's a decent tool, works as intended.",neutral
This laptop is okay. Does the job.,neutral
This delivery made my day! I'm really satisfied.,positive
Worst order I've ever bought. Totally useless.,negative
Average device — nothing too exciting.,neutral
I absolutely love this car! It exceeded all my expectations.,positive
Terrible laptop — broke within days of use.,negative
Worst software I've ever bought. Totally useless.,negative
"It's a decent delivery, works as intended.",neutral
Fantastic order. Will definitely recommend to others.,positive
This meal is neither good nor bad.,neutral
Superb vacuum with outstanding quality and value.,positive
Worst meal I've ever bought. Totally useless.,negative
Very disappointed with this phone. Not worth it.,negative
Impressive vacuum — works perfectly and looks great.,positive
This camera is neither good nor bad.,neutral
This service is okay. Does the job.,neutral
I hate this meal. It's a complete waste of money.,negative
Mediocre software. You get what you pay for.,neutral
Fantastic car. Will definitely recommend to others.,positive
"It's a decent service, works as intended.",neutral
Fantastic car. Will definitely recommend to others.,positive
Superb software with outstanding quality and value.,positive
Fantastic headset. Will definitely recommend to others.,positive
"It's a decent service, works as intended.",neutral
I absolutely love this subscription! It exceeded all my expectations.,positive
This laptop made my day! I'm really satisfied.,positive
Average device — nothing too exciting.,neutral
Average service — nothing too exciting.,neutral
This headset made my day! I'm really satisfied.,positive
I hate this car. It's a complete waste of money.,negative
Worst subscription I've ever bought. Totally useless.,negative
I absolutely love this application! It exceeded all my expectations.,positive
"It's a decent application, works as intended.",neutral
Worst purchase I've ever bought. Totally useless.,negative
Worst order I've ever bought. Totally useless.,negative
Impressive meal — works perfectly and looks great.,positive
Terrible camera — broke within days of use.,negative
I absolutely love this camera! It exceeded all my expectations.,positive
This experience is okay. Does the job.,neutral
This order made my day! I'm really satisfied.,positive
Impressive tool — works perfectly and looks great.,positive
Mediocre order. You get what you pay for.,neutral
Very disappointed with this phone. Not worth it.,negative
This service is okay. Does the job.,neutral
Impressive camera — works perfectly and looks great.,positive
Mediocre meal. You get what you pay for.,neutral
Very disappointed with this phone. Not worth it.,negative
"It's a decent delivery, works as intended.",neutral
This laptop made my day! I'm really satisfied.,positive
Very disappointed with this order. Not worth it.,negative
This purchase made my day! I'm really satisfied.,positive
This laptop is okay. Does the job.,neutral
Fantastic product. Will definitely recommend to others.,positive
Mediocre car. You get what you pay for.,neutral
Worst laptop I've ever bought. Totally useless.,negative
Average book — nothing too exciting.,neutral
I hate this order. It's a complete waste of money.,negative
"It's a decent application, works as intended.",neutral
I absolutely love this device! It exceeded all my expectations.,positive
Worst product I've ever bought. Totally useless.,negative
I hate this delivery. It's a complete waste of money.,negative
This experience is okay. Does the job.,neutral
Superb vacuum with outstanding quality and value.,positive
Impressive camera — works perfectly and looks great.,positive
"It's a decent car, works as intended.",neutral
Worst laptop I've ever bought. Totally useless.,negative
I absolutely love this order! It exceeded all my expectations.,positive
Impressive vacuum — works perfectly and looks great.,positive
I absolutely love this product! It exceeded all my expectations.,positive
This vacuum is neither good nor bad.,neutral
This application is okay. Does the job.,neutral
Impressive device — works perfectly and looks great.,positive
Very disappointed with this order. Not worth it.,negative
This camera is neither good nor bad.,neutral
Poor quality device and horrible customer support.,negative
This product is neither good nor bad.,neutral
Average service — nothing too exciting.,neutral
"It's a decent book, works as intended.",neutral
Poor quality tool and horrible customer support.,negative
Terrible purchase — broke within days of use.,negative
Superb book with outstanding quality and value.,positive
Poor quality product and horrible customer support.,negative
Mediocre subscription. You get what you pay for.,neutral
This order made my day! I'm really satisfied.,positive
Average meal — nothing too exciting.,neutral
Fantastic application. Will definitely recommend to others.,positive
Fantastic movie. Will definitely recommend to others.,positive
Very disappointed with this order. Not worth it.,negative
Worst delivery I've ever bought. Totally useless.,negative
Superb headset with outstanding quality and value.,positive
Terrible service — broke within days of use.,negative
Superb device with outstanding quality and value.,positive
Mediocre subscription. You get what you pay for.,neutral
Worst service I've ever bought. Totally useless.,negative
Mediocre vacuum. You get what you pay for.,neutral
Fantastic camera. Will definitely recommend to others.,positive
This order is okay. Does the job.,neutral
Superb camera with outstanding quality and value.,positive
I absolutely love this order! It exceeded all my expectations.,positive
I absolutely love this vacuum! It exceeded all my expectations.,positive
This movie is neither good nor bad.,neutral
This tool is neither good nor bad.,neutral
Very disappointed with this purchase. Not worth it.,negative
I hate this tool. It's a complete waste of money.,negative
Superb order with outstanding quality and value.,positive
I absolutely love this order! It exceeded all my expectations.,positive
This laptop is neither good nor bad.,neutral
Average vacuum — nothing too exciting.,neutral
Fantastic device. Will definitely recommend to others.,positive
This phone made my day! I'm really satisfied.,positive
Terrible device — broke within days of use.,negative
Impressive meal — works perfectly and looks great.,positive
Mediocre application. You get what you pay for.,neutral
This movie made my day! I'm really satisfied.,positive
Worst car I've ever bought. Totally useless.,negative
This book made my day! I'm really satisfied.,positive
Mediocre order. You get what you pay for.,neutral
Worst vacuum I've ever bought. Totally useless.,negative
Very disappointed with this car. Not worth it.,negative
Poor quality tool and horrible customer support.,negative
Mediocre order. You get what you pay for.,neutral
This experience is neither good nor bad.,neutral
Average subscription — nothing too exciting.,neutral
Worst vacuum I've ever bought. Totally useless.,negative
Worst movie I've ever bought. Totally useless.,negative
I hate this software. It's a complete waste of money.,negative
Mediocre tool. You get what you pay for.,neutral
Impressive book — works perfectly and looks great.,positive
This purchase is neither good nor bad.,neutral
Poor quality product and horrible customer support.,negative
I hate this camera. It's a complete waste of money.,negative
Average device — nothing too exciting.,neutral
I hate this purchase. It's a complete waste of money.,negative
I hate this laptop. It's a complete waste of money.,negative
Fantastic software. Will definitely recommend to others.,positive
I absolutely love this vacuum! It exceeded all my expectations.,positive
Worst laptop I've ever bought. Totally useless.,negative
Very disappointed with this experience. Not worth it.,negative
Mediocre order. You get what you pay for.,neutral
Superb subscription with outstanding quality and value.,positive
Superb tool with outstanding quality and value.,positive
I absolutely love this software! It exceeded all my expectations.,positive
Poor quality tool and horrible customer support.,negative
Terrible book — broke within days of use.,negative
"It's a decent order, works as intended.",neutral
I hate this vacuum. It's a complete waste of money.,negative
Superb laptop with outstanding quality and value.,positive
Mediocre experience. You get what you pay for.,neutral
This headset is neither good nor bad.,neutral
Very disappointed with this device. Not worth it.,negative
I hate this car. It's a complete waste of money.,negative
Average application — nothing too exciting.,neutral
Very disappointed with this software. Not worth it.,negative
Impressive tool — works perfectly and looks great.,positive
Very disappointed with this headset. Not worth it.,negative
Worst purchase I've ever bought. Totally useless.,negative
Fantastic movie. Will definitely recommend to others.,positive
Fantastic order. Will definitely recommend to others.,positive
This delivery made my day! I'm really satisfied.,positive
Average product — nothing too exciting.,neutral
Average experience — nothing too exciting.,neutral
Mediocre service. You get what you pay for.,neutral
This software made my day! I'm really satisfied.,positive
This device is neither good nor bad.,neutral
Worst experience I've ever bought. Totally useless.,negative
Very disappointed with this laptop. Not worth it.,negative
I absolutely love this car! It exceeded all my expectations.,positive
Very disappointed with this phone. Not worth it.,negative
This product is neither good nor bad.,neutral
Terrible service — broke within days of use.,negative
I absolutely love this phone! It exceeded all my expectations.,positive
Fantastic meal. Will definitely recommend to others.,positive
"It's a decent headset, works as intended.",neutral
Worst delivery I've ever bought. Totally useless.,negative
Average software — nothing too exciting.,neutral
Terrible purchase — broke within days of use.,negative
Impressive subscription — works perfectly and looks great.,positive
Impressive application — works perfectly and looks great.,positive
Mediocre headset. You get what you pay for.,neutral
This car is okay. Does the job.,neutral
Terrible headset — broke within days of use.,negative
Mediocre car. You get what you pay for.,neutral
"It's a decent purchase, works as intended.",neutral
I absolutely love this book! It exceeded all my expectations.,positive
Very disappointed with this order. Not worth it.,negative
This experience is neither good nor bad.,neutral
I absolutely love this camera! It exceeded all my expectations.,positive
This tool made my day! I'm really satisfied.,positive
Fantastic movie. Will definitely recommend to others.,positive
I absolutely love this car! It exceeded all my expectations.,positive
Worst application I've ever bought. Totally useless.,negative
I hate this meal. It's a complete waste of money.,negative
This tool is neither good nor bad.,neutral
Impressive camera — works perfectly and looks great.,positive
I hate this product. It's a complete waste of money.,negative
This product made my day! I'm really satisfied.,positive
I hate this service. It's a complete waste of money.,negative
I hate this laptop. It's a complete waste of money.,negative
This meal is okay. Does the job.,neutral
Terrible service — broke within days of use.,negative
Average subscription — nothing too exciting.,neutral
I hate this camera. It's a complete waste of money.,negative
I absolutely love this laptop! It exceeded all my expectations.,positive
Terrible product — broke within days of use.,negative
Impressive movie — works perfectly and looks great.,positive
Very disappointed with this laptop. Not worth it.,negative
Very disappointed with this phone. Not worth it.,negative
Worst meal I've ever bought. Totally useless.,negative
Average experience — nothing too exciting.,neutral
Average software — nothing too exciting.,neutral
Terrible vacuum — broke within days of use.,negative
This meal is okay. Does the job.,neutral
Impressive vacuum — works perfectly and looks great.,positive
Mediocre order. You get what you pay for.,neutral
Poor quality headset and horrible customer support.,negative
This product made my day! I'm really satisfied.,positive
Worst product I've ever bought. Totally useless.,negative
This experience is neither good nor bad.,neutral
Poor quality car and horrible customer support.,negative
Poor quality delivery and horrible customer support.,negative
Fantastic application. Will definitely recommend to others.,positive
Impressive camera — works perfectly and looks great.,positive
Terrible camera — broke within days of use.,negative
Impressive headset — works perfectly and looks great.,positive
Poor quality camera and horrible customer support.,negative
This laptop made my day! I'm really satisfied.,positive
Fantastic car. Will definitely recommend to others.,positive
This laptop is okay. Does the job.,neutral
Average phone — nothing too exciting.,neutral
This phone is okay. Does the job.,neutral
I hate this order. It's a complete waste of money.,negative
Fantastic product. Will definitely recommend to others.,positive
Superb application with outstanding quality and value.,positive
This subscription is neither good nor bad.,neutral
"It's a decent book, works as intended.",neutral
This software made my day! I'm really satisfied.,positive
Fantastic book. Will definitely recommend to others.,positive
I absolutely love this book! It exceeded all my expectations.,positive
This delivery made my day! I'm really satisfied.,positive
Poor quality laptop and horrible customer support.,negative
Terrible device — broke within days of use.,negative
This software made my day! I'm really satisfied.,positive
"It's a decent tool, works as intended.",neutral
This phone made my day! I'm really satisfied.,positive
Worst movie I've ever bought. Totally useless.,negative
Terrible movie — broke within days of use.,negative
Terrible car — broke within days of use.,negative
Poor quality tool and horrible customer support.,negative
Worst purchase I've ever bought. Totally useless.,negative
This meal is neither good nor bad.,neutral
Poor quality laptop and horrible customer support.,negative
This movie is neither good nor bad.,neutral
Fantastic subscription. Will definitely recommend to others.,positive
This headset is neither good nor bad.,neutral
Superb device with outstanding quality and value.,positive
This book is okay. Does the job.,neutral
Terrible subscription — broke within days of use.,negative
"It's a decent device, works as intended.",neutral
I hate this purchase. It's a complete waste of money.,negative
Mediocre delivery. You get what you pay for.,neutral
Impressive application — works perfectly and looks great.,positive
Fantastic device. Will definitely recommend to others.,positive
This headset is okay. Does the job.,neutral
Terrible service — broke within days of use.,negative
This headset is neither good nor bad.,neutral
I hate this subscription. It's a complete waste of money.,negative
"It's a decent meal, works as intended.",neutral
This delivery made my day! I'm really satisfied.,positive
This service is okay. Does the job.,neutral
Terrible product — broke within days of use.,negative
I hate this product. It's a complete waste of money.,negative
Terrible order — broke within days of use.,negative
Mediocre device. You get what you pay for.,neutral
I hate this meal. It's a complete waste of money.,negative
Poor quality subscription and horrible customer support.,negative
This purchase made my day! I'm really satisfied.,positive
Terrible vacuum — broke within days of use.,negative
Very disappointed with this device. Not worth it.,negative
I absolutely love this meal! It exceeded all my expectations.,positive
Superb product with outstanding quality and value.,positive
Impressive movie — works perfectly and looks great.,positive
Poor quality camera and horrible customer support.,negative
Average application — nothing too exciting.,neutral
"It's a decent book, works as intended.",neutral
This movie is neither good nor bad.,neutral
Poor quality software and horrible customer support.,negative
Fantastic headset. Will definitely recommend to others.,positive
I hate this product. It's a complete waste of money.,negative
I absolutely love this experience! It exceeded all my expectations.,positive
This camera is neither good nor bad.,neutral
Very disappointed with this order. Not worth it.,negative
Impressive camera — works perfectly and looks great.,positive
This subscription made my day! I'm really satisfied.,positive
This car is neither good nor bad.,neutral
This device is neither good nor bad.,neutral
This application made my day! I'm really satisfied.,positive
Fantastic subscription. Will definitely recommend to others.,positive
Fantastic book. Will definitely recommend to others.,positive
"It's a decent application, works as intended.",neutral
Very disappointed with this book. Not worth it.,negative
Poor quality order and horrible customer support.,negative
I absolutely love this delivery! It exceeded all my expectations.,positive
Terrible meal — broke within days of use.,negative
Mediocre car. You get what you pay for.,neutral
I hate this movie. It's a complete waste of money.,negative
Worst purchase I've ever bought. Totally useless.,negative
Poor quality application and horrible customer support.,negative
I absolutely love this phone! It exceeded all my expectations.,positive
Mediocre book. You get what you pay for.,neutral
I hate this book. It's a complete waste of money.,negative
Average service — nothing too exciting.,neutral
Poor quality tool and horrible customer support.,negative
Very disappointed with this application. Not worth it.,negative
Very disappointed with this camera. Not worth it.,negative
Superb subscription with outstanding quality and value.,positive
Worst product I've ever bought. Totally useless.,negative
This order is okay. Does the job.,neutral
I hate this experience. It's a complete waste of money.,negative
"It's a decent meal, works as intended.",neutral
"It's a decent subscription, works as intended.",neutral
Superb book with outstanding quality and value.,positive
This experience is okay. Does the job.,neutral
